word,nucleus,length
κορυφὰς,2,L
κορυφὴν,1,S
κορυφῇσιν,3,S
κορωνιόωντα,5,S
κορύσσουσα,3,S
κορώνειαν,3,S
κοτέουσα,3,S
κοτέουσιν,3,S
κουρίζουσι,3,S
κουφίζουσαν,3,S
κούροισιν,2,S
κοῒλῳ,1,S
κράνειαν,2,S
κράτεί,0,S
κράτεος,0,S
κράτεϊ,2,L
κρέας,1,S
κρέασίν,2,S
κρίναντο,0,L
κρίνων,0,L
κρίῳ,0,S
κρασὶν,1,S
κρατέῤ,0,S
κρατεράων,0,S
κρατεράων,2,L
κρατεροί,0,S
κρατεροῖς,0,S
κρατερόφρον̓,0,S
κρατερώτατός,0,S
κρατερώτατός,3,S
κρατερώτερον,0,S
κρατερῶν,0,S
κρατεῖ,0,S
κρείσσονας,2,S
κρεμάσασθαι,1,S
κρηνάων,1,L
κρινθέντες,0,L
κρινώμεθ̓,0,L
κρονίδεω,1,S
κρονιωνι,3,S
κροτάφοισιν,1,S
κροτάφοισιν,3,S
κρυεροῦ,0,S
κρυπτάδια,3,S
κρυπταδίης,1,S
κρυπταδίης,2,S
κρυφίους,1,S
κρυόενθ̓,0,S
κρυόεντι,0,S
κρυόεντι,3,S
κρόκα,1,S
κρόμυον,1,S
κρόσσας,1,L
κρύψασα,1,L
κρύψασα,2,S
κρῖν̓,0,L
κρῖσάν,1,S
κρῖόν,0,S
κρῶμνάν,1,S
κτάν̓,0,S
κτάσθαι,0,S
κτέρεα,2,S
κτήμαθ̓,1,S
κτήμασ̓,1,S
κτήματ̓,1,S
κτείναντα,2,S
κυάνου,0,S
κυάνου,1,S
κυέουσαν,3,S
κυανέων,0,L
κυανέων,1,S
κυανεάων,0,L
κυανεάων,1,S
κυανεάων,3,L
κυανοχαίτην,0,L
κυανοχαίτην,1,S
κυανῶπιν,3,S
κυδάλιμος,0,L
κυδάλιμος,1,S
κυδάλιμος,2,S
κυδαλίμοισι,4,S
κυδαλίμου,0,L
κυδαλίμου,1,S
κυδαλίμου,2,S
κυδιάνειραν,4,S
κυθέρεια,3,S
κυθέρειαν,3,S
κυθήροις,0,S
κυθήροισι,3,S
κυθήροισιν,0,S
κυθήροισιν,3,S
κυκήθησαν,3,S
κυκόωντι,3,S
κυλινδομένων,0,S
κυμαίνοντα,3,S
κυμαίνοντος,0,L
κυμοπόλειαν,4,S
κυνέη,0,S
κυπρογενέα,4,S
κυρήσας,0,L
κυρήσας,2,L
κωπήεντα,3,S
κωπήεντι,3,S
κωτίλλουσα,3,S
κόμιζε,1,S
κόμισαν,2,S
κόμισσα,1,S
κόμισσε,1,S
κόνιός,1,S
κόρθυνεν,1,S
κόρυθ̓,1,S
κόρυθα,2,S
κόρυμβα,2,S
κύκλωπας,2,S
κύμασιν,0,L
κύμασιν,1,S
κύμασιν,2,S
κύματ̓,0,L
κύματ̓,1,S
κύμινδιν,2,S
κύν̓,0,S
κύνεόν,0,S
κύπελλα,2,S
κύπρίς,1,S
κύρσαι,0,L
κύρσας,0,L
κύρσας,1,L
κύσατο,1,S
κύψαντι,1,L
κὰγ,0,S
κὰδ,0,S
κὰκ,0,S
κὰμ,0,S
κὰπ,0,S
κὰρ,0,S
κᾶλα,1,S
κῆρυξ,1,L
κῆρύξ,1,L
κῦμ̓,0,L
κῶμα,1,S
λάβ̓,0,S
λάβοιμι,2,S
λάβῃσιν,2,S
λάδωνά,2,S
λάθ̓,0,S
λάθεσθε,0,S
λάθετ̓,0,S
λάρνακ̓,1,S
λάχ̓,0,S
λάχεσίν,2,S
λάχεσίς,2,S
λάχῃσιν,2,S
λέβητάς,2,S
λέβητα,2,S
λέλεγας,2,S
λέληκας,2,S
λέλυνται,1,S
λέλυντο,1,S
λέξασθαι,1,S
λέοντι,2,S
λέουσιν,2,S
λέπαδνα,2,S
λέχεα,2,S
λέχεσσι,2,S
λήγουσι,2,S
λήιον,1,S
λίθοισι,2,S
λίπ̓,0,S
λίπετ̓,0,S
λίσσεθ̓,0,S
λίσσεο,0,S
λίσσεσθ̓,0,S
λίσσεσθαι,0,S
λίσσετ̓,0,S
λίσσετο,0,S
λίσσομ̓,0,S
λίσσομαι,0,S
λίσσονθ̓,0,S
λίσσονται,0,S
λίσσοντο,0,S
λίσσωμ̓,0,S
λακέρυζα,3,S
λαμπετόωντα,4,S
λαμπράν,1,S
λαμπρῇσιν,2,S
λαοδάμαντα,4,S
λαοδάμειαν,4,S
λαομέδεια,4,S
λαομέδοντα,4,S
λαοσσόου,0,L
λαοῖσιν,2,S
λαχνήεντα,3,S
λαχνήεντας,3,S
λαχνήεντι,3,S
λαῖτμα,1,S
λειήνας,2,L
λειριοέσσῃ,1,S
λειριόεντα,4,S
λελάθοιτο,1,S
λελαθέσθ̓,1,S
λελαθυῖα,1,S
λελαθυῖα,3,S
λελασμένος,1,S
λεξάσθην,1,S
λεξάσθων,1,S
λεοντῆα,3,S
λευγαλέη,1,S
λευγαλέοισιν,1,S
λευγαλέοισιν,4,S
λευκοῖσιν,2,S
λεχέεσσιν,3,S
ληΐδ̓,1,S
ληίδ̓,1,S
ληναιῶνα,3,S
λησμοσύνην,2,S
λητοΐδης,2,S
ληϊάδας,3,L
λιγυρὴν,0,S
λιγυρὴν,1,S
λιγυρῆς,0,S
λιγυρῆς,1,S
λιγυρῇ,0,S
λιγυρῇ,1,S
λιγυρῶν,0,S
λιγυρῶν,1,S
λιγυφώνων,0,S
λιγυφώνων,1,S
λιγύς,1,S
λιγύφωνοι,0,S
λιγύφωνοι,1,S
λιγὺ,0,S
λιγὺ,1,S
λιγὺν,1,S
λιγὺς,1,S
λιμέσιν,2,S
λιμνώρεια,3,S
λιμοῦ,0,L
λιμόν,0,L
λιμὴν,0,S
λιμὸν,0,L
λιμῷ,0,L
λιπέειν,0,S
λιπαροί,0,S
λιπαροί,1,S
λιπαρὰς,2,L
λιποῦσ̓,0,S
λιποῦσα,2,S
λισσέσκετο,0,S
λισσομένη,0,S
λισσομένους,0,S
λισσομένω,0,S
λισσομένῳ,0,S
λισσόμενοι,0,S
λισσόμενος,0,S
λοίγἰ,1,S
λοβοῖσι,2,S
λοεσσάμεναι,2,S
λοεσσαμένη,2,S
λοισθήϊ̓,2,S
λοισθοτάτην,2,S
λοφιῇ,1,S
λοῦσάν,1,S
λοῦσαν,1,S
λυγρά,1,S
λυγρὰ,1,S
λυκηγενέϊ,4,S
λυσιάνασσα,4,S
λυσσητῆρα,3,S
λόγοισιν,2,S
λύ̓,0,L
λύγοισι,2,S
λύντο,0,L
λύσαθ̓,0,L
λύσαθ̓,1,S
λύσασ̓,0,L
λύσασ̓,1,S
λύσασθαί,1,S
λύσασθαι,1,S
λύσειαν,2,S
λύσιν,0,S
λύσιν,1,S
λύσις,0,S
λύσις,1,S
λώιον,1,S
λώιόν,1,S
λᾶϊ,1,S
λῆξαν,1,S
λῖς,0,L
μάζα,1,S
μάκαράς,0,S
μάκαράς,1,S
μάκαράς,2,S
μάκαρας,0,S
μάκαρας,1,S
μάκαρας,2,S
μάλ̓,0,S
μάλιστ̓,0,S
μάρναθ̓,1,S
μάρνανθ̓,1,S
μάρναντο,1,S
μάρνασθ̓,1,S
μάρνασθαι,1,S
μάρτυρα,2,S
μάχαιραν,2,S
μάχεσθ̓,0,S
μάχετ̓,0,S
μέγαρα,2,S
μέγαῤ,1,S
μέδουσά,2,S
μέλαινά,2,S
μέλανα,2,S
μέλανας,1,S
μέλανας,2,S
μέλας,1,S
μέλεσσι,2,S
μέλεσσιν,2,S
μέλι,1,S
μέλουσι,2,S
μέμαθ̓,1,S
μέμασαν,2,S
μέμνονα,2,S
μέμονάς,2,S
μέμονας,2,S
μέμυκε,1,L
μένεα,2,S
μένεϊ,2,S
μένοντα,2,S
μένουσι,2,S
μένῃσι,2,S
μέσσας,1,S
μέτεισι,2,S
μέτρια,1,S
μέτρια,2,S
μήδειαν,2,S
μήλοισι,2,S
μήνἰ,1,L
μήσατ̓,1,S
μί̓,0,S
μίδειαν,2,S
μίκτο,0,S
μίμαντα,2,S
μίν,0,S
μίνυνθ̓,0,S
μίνωος,0,L
μίσγεαι,0,S
μίσγεσθ̓,0,S
μίσγεσθαι,0,S
μίσγεται,0,S
μίσγετο,0,S
μίσγον,0,S
μίχθη,0,S
μαιμώωσα,3,S
μαιμῶσιν,2,S
μακάρεσσιν,0,S
μακάρεσσιν,1,S
μακάρεσσιν,3,S
μακροῖσι,2,S
μακρότατ̓,2,S
μακρῇσιν,2,S
μαλάχῃ,1,S
μαλακοῖσι,0,S
μαλακοῖσι,1,S
μαλακοῖσι,3,S
μαλακοῖσιν,3,S
μαρμάρεαί,1,S
μαρμαίροντας,3,S
μαρμαίρουσα,3,S
μαρνάμεθ̓,1,S
μαρναμένους,1,S
μαρτυρίῃσι,4,S
μαστιέτην,1,S
μαστιχόωντι,4,S
μαυροῦσι,2,S
μαχέσσασθαι,2,S
μαχήσοντ̓,0,S
μαχεσσάμεθ̓,0,S
μαχεσσάμεθ̓,2,S
μαχησόμεθ̓,0,S
μαχόμεσθ̓,0,S
μαχώμεθ̓,0,S
μείλιχα,1,S
μείλιχα,2,S
μείναντες,1,S
μείνατ̓,1,S
μείονα,2,S
μεγάλ̓,1,S
μεγάλα,2,L
μεγάλης,1,S
μεγάλοις,1,S
μεγήρας,2,L
μεγήρατα,3,S
μεγαθαρσέι,4,S
μεδέουσα,3,S
μειδήματά,2,S
μειδήματά,3,S
μειδιόωσα,4,S
μειλιχίην,1,S
μειλιχίην,2,S
μειλιχίοισιν,4,S
μελάνθησάν,3,S
μελάνθησαν,3,S
μελήσουσιν,3,S
μελίας,1,S
μελίσσας,2,L
μελίῃσι,3,S
μελαίνας,2,S
μελαίνῃσιν,3,S
μελιᾶν,1,S
μεμάασιν,3,S
μεμαυῖ̓,1,S
μεμαῶτ̓,1,S
μεμαῶτας,3,S
μενέουσιν,3,S
μενεσθῆα,3,S
μενοίνα,2,L
μερμηράων,2,L
μεσσηγύς,2,S
μεσσηγὺς,2,S
μεσσόθι,2,S
μετάλλα,2,L
μετάλλησάν,3,S
μετάτροπα,3,S
μετέασι,3,S
μεταΐξας,3,L
μεταναιέτας,4,S
μεταξὺ,2,S
μεταχρόνιαι,3,S
μετοπωρινὸν,3,S
μηλοβοτῆρας,4,S
μηλόβοσίς,3,S
μηνίσας,2,L
μηρί̓,1,S
μητίετα,3,S
μητιόεντα,4,S
μητιόεντι,4,S
μητιόωντι,4,S
μητιόωσα,4,S
μηχανάαται,1,S
μιάνθησαν,3,S
μιγέντα,2,S
μιγεῖσ̓,0,S
μιγεῖσα,0,S
μιγεῖσα,2,S
μισγάγκειαν,3,S
μισγομένων,0,S
μισγόμενος,0,S
μιχθήμεναι,0,S
μιχθεὶς,0,S
μιχθεῖσ̓,0,S
μιῇ,0,S
μνήσαντο,1,S
μνήσασθε,1,S
μνήσατ̓,1,S
μνημοσύνην,2,S
μνημοσύνης,2,S
μνησάσθω,1,S
μνησάσκετο,1,S
μοίρας,1,S
μογήσας,2,S
μοῦσα,1,L
μυδαλέη,0,L
μυδαλέη,1,S
μυδαλέον,0,L
μυδαλέον,1,S
μυθήσασθαι,2,S
μυθήσασθε,2,S
μυθεῖτ̓,0,L
μυρί̓,0,L
μυρί̓,1,S
μυρμιδόνας,3,S
μυρομένοισιν,4,S
μυχίη,1,S
μόγησας,2,S
μύνητ̓,0,S
μύρετο,0,L
μύριοί,0,L
μύριοί,1,S
μύρονθ̓,0,L
μᾶλλον,0,S
μῆνας,1,S
μῆτίς,1,S
μῆτιν,1,S
μῖξαι,0,S
μῦρον,0,L
νάουσιν,2,S
νάρθηκι,2,S
νάσσατο,1,S
νέεσσι,2,S
νέεσσιν,2,S
νέκτάρ,1,S
νέκταρος,1,S
νέκυάς,2,S
νέκυας,2,S
νέμεσίν,2,S
νέμεσιν,2,S
νέμεσις,2,S
νέμεϊ,2,S
νέφεα,2,S
νέφεσσιν,2,S
νέφεϊ,2,S
νήιά,1,S
νήιά,2,S
νήπἰ,1,S
νήριτος,1,S
νίσσοντ̓,0,L
νίσσονται,0,L
νίφα,1,S
ναίουσιν,2,S
ναιετάει,2,S
ναιετάοντας,4,S
ναιετάοντες,2,S
ναιετάουσ̓,2,S
ναιετάουσαν,4,S
ναιετάουσιν,2,S
ναιετάουσιν,4,S
ναιόμενα,3,L
ναυτιλίης,2,S
ναύτας,1,S
νεάτοις,1,S
νείαιραν,2,S
νείκεά,2,S
νεικεστῆρα,3,S
νεκάδεσσιν,3,S
νεκροῖσιν,2,S
νεμέσσι,2,S
νεμεσῶσι,3,S
νεοκηδέι,4,S
νεοσσοῖσι,3,S
νεστορέας,3,L
νεφέλῃσι,3,S
νεφεληγερέτα,5,L
νηήσασθαι,2,L
νηί,1,S
νηδύν,1,S
νηδὺν,1,S
νηησάσθω,2,L
νηλέι,2,S
νηπιέῃσιν,4,S
νηπυτίοισιν,4,S
νηπύτἰ,1,S
νηπύτἰ,2,S
νηρέα,2,S
νηὶ,1,S
νικήσαντ̓,0,L
νικήσαντ̓,2,L
νικήσαντα,0,L
νικήσαντα,2,L
νικήσαντα,3,S
νικήσαντες,0,L
νικήσαντες,2,L
νικήσαντι,2,L
νικήσεἰ,0,L
νισσομένων,0,L
νιφόεντα,3,S
νοήσας,2,S
νομῆας,2,S
νοστήσαντ̓,2,L
νοστήσαντα,2,L
νοστήσαντες,2,L
νοστήσαντι,2,L
νοστήσαντι,3,S
νωμήσας,2,L
νόημα,2,S
νόησα,2,S
νύκτάς,1,S
νύχιον,1,S
νώμησαν,2,S
νώτοισιν,2,S
νῆάς,1,S
νῖσάν,1,S
νῶιν,1,S
ξίφεσίν,2,S
ξίφεσιν,2,S
ξείνοισι,2,S
ξιφέεσσ̓,0,S
ξυνήονας,3,S
ξυνδῆσαι,0,S
ξυνιόντας,3,S
ξύμπασα,1,L
ξύμπασα,2,S
ξύνισαν,2,S
οἰέτεας,3,L
οἰκήια,2,S
οἰκήια,3,S
οἰκί̓,1,S
οἰκῆας,2,S
οἰοπόλοισιν,4,S
οἰωνοῖσι,3,S
οἴκαδ̓,1,S
οἴματ̓,1,S
οἴξασα,2,S
οἴοισίν,2,S
οἴσουσι,2,S
οἴσουσιν,2,S
οἷσίν,1,S
οὐρίαχος,1,S
οὐρίαχος,2,S
οὐρανίδας,3,S
οὐρανίδῃ,2,S
οὐρανίη,2,S
οὐρανόθι,3,S
οὐρῆάς,2,S
οὐρῆας,2,S
οὐτάζοντο,1,S
οὐτάζων,1,S
οὐτάμεν,1,S
οὐταμένου,1,S
οὔασι,1,S
οὔασι,2,S
οὔασιν,1,S
οὔασιν,2,S
οὔατ̓,1,S
οὔλας,1,L
οὔνομα,2,S
οὔταζον,1,S
οὔτασ̓,1,S
οὔτασκε,1,S
οὔτασται,1,S
οὔτι,1,S
πάγκακον,1,S
πάγος,0,S
πάθοιμι,2,S
πάθωσιν,2,S
πάις,0,S
πάις,1,S
πάλλαντά,2,S
πάλλαντι,2,S
πάνθ̓,0,L
πάντ̓,0,L
πάντά,0,L
πάντές,0,L
πάντα,0,L
πάντας,0,L
πάντες,0,L
πάντεσσ̓,0,L
πάντεσσι,0,L
πάντεσσιν,0,L
πάντων,0,L
πάρ,0,S
πάρεσαν,2,S
πάρεστι,2,S
πάρεστιν,0,S
πάρεστιν,2,S
πάριν,1,S
πάροιθ̓,0,S
πάρστητε,0,S
πάσαντο,1,S
πάσασθαι,1,S
πάσχει,0,S
πάσχειν,0,S
πάσχων,0,S
πάτησαν,2,S
πάῤ,0,S
πέδιλα,2,S
πέλασαν,2,S
πέλασθεν,1,S
πέλασσε,1,S
πέλασσεν,1,S
πέλεια,2,S
πέλειαν,2,S
πέλοπι,2,S
πέμπτας,1,L
πέμπτοισι,2,S
πέμψαν,1,S
πέπτανται,1,S
πέσωσι,2,S
πέσῃσι,2,S
πέταλ̓,1,S
πέτασσαν,2,S
πέτηλα,2,S
πέτρῃσι,2,S
πέφανται,1,S
πέφατ̓,1,S
πέφραδ̓,1,S
πήγνυσθαι,1,S
πήγνυτ̓,1,S
πήματ̓,1,S
πήματι,1,S
πήματι,2,S
πήξας,1,L
πίθεσθ̓,0,S
πίθον,0,S
πίθου,0,S
πίλοις,0,L
πίμπλαντ̓,1,L
πίμπλαται,1,L
πίμπλησι,2,S
πίνακι,2,S
πίνοντ̓,0,L
πίνουσ̓,0,L
πίνουσιν,2,S
πίνωσιν,2,S
πίπτοντα,2,S
πίπτωσιν,2,S
πίσσα,1,S
πίσυρας,2,S
πίτνα,1,L
παίδεσσι,2,S
παίδεσσιν,2,S
παγχρύσεα,1,L
παγχρύσεα,3,S
παθοῦσα,2,S
παθόντες,0,S
παθὼν,0,S
παιδί,1,S
παιπαλοέσσῃς,1,S
παισίν,1,S
παλάμαις,0,S
παλάμαις,1,S
παλίωξίς,0,S
παλίωξίς,1,L
παλίωξίς,3,S
παλίωξιν,3,S
παλίωξις,3,S
παλαίει,0,S
παλαιγενέϊ,4,S
παλινάγρετός,0,S
παλινάγρετός,1,S
παλλάδ̓,1,S
παλλακίδι,3,S
παμφανόωσαν,4,S
πανέλληνας,3,S
παναίθῃσιν,3,S
πανδιονὶς,3,S
πανελλήνεσσι,0,S
πανελλήνεσσι,4,S
πανημέριός,0,S
πανημέριός,3,S
πανοπῆα,3,S
πανοπῆϊ,3,S
παντί,0,L
παντὶ,0,L
παντὸς,0,L
πανόπεια,3,S
παππάζουσιν,3,S
παπτήναντα,2,L
παπτήνασ̓,2,L
παράκοιτιν,3,S
παράκοιτις,3,S
παρέλασσ̓,0,S
παρέσχεθεν,0,S
παρέτραπε,0,S
παρέτραπε,2,S
παρέτρεσσαν,3,S
παρήϊξαν,3,S
παραιβασίας,3,S
παραιφάμενοι,0,S
παραιφάμενοι,2,S
παρακαίρια,3,S
παρακαίρια,4,S
παρακοίτας,3,S
παρακοίτι,0,S
παρακοίτι,1,S
παρακοίτι,3,S
παρακοίτῃ,0,S
παρακοίτῃ,1,S
παρακρεμάσας,4,L
παραστάς,2,L
παραστὰς,2,L
παρασχεῖν,0,S
παραφθὰς,2,S
παρβεβαώς,0,S
παρβεβαῶτε,0,S
παρειάς,2,L
παρεκβαίνουσι,4,S
παρελαύνω,0,S
παρελθεῖν,0,S
παρεστάμεν,0,S
παρεστάμεν,2,S
παρεῖχον,0,S
παρθένιόν,2,S
παρθενίους,2,S
παρθενικὴν,2,S
παρθενικῆς,2,S
παρκατέλεκτο,0,S
παρκλίνωσι,0,S
παρκλίνωσι,3,S
παρμένετ̓,0,S
παρμενέμεν,0,S
παρπεπιθόντες,0,S
παρσταίη,0,S
παρστὰς,0,S
παρφάμενος,0,S
πασέων,0,L
πασιθέη,0,L
πασιθέη,1,S
πασσαλόφι,3,S
πατέρα,2,S
πατέρας,2,S
πατέῤ,0,S
πατρί,0,S
πατρίδ̓,1,S
πατροκασιγνήτους,2,S
πατρός,0,S
πατρώιον,2,S
πατρὶ,0,S
παυρίδιον,2,S
παυροτέροισιν,4,S
παυσάσθην,1,S
παφλαγόνεσσι,4,S
παχείας,0,S
παχείας,2,L
παχὺ,1,S
παχὺν,0,S
παχὺν,1,S
παύσαντο,1,S
παύσασθαι,1,S
παῖδάς,1,S
παῤ,0,S
πείραθ̓,1,S
πείρασι,1,S
πείρασι,2,S
πείρασιν,1,S
πείρασιν,2,S
πείρατ̓,1,S
πεδίλοις,1,L
πεδίων,1,S
πελάζειν,1,S
πελάσας,1,S
πελάσας,2,L
πελάσθη,1,S
πελάσσαι,1,S
πελάσσῃ,1,S
πελέκεας,3,S
πελίης,1,S
πενίη,1,S
πενίην,1,S
πενίης,1,S
πεπίθοιθ̓,1,S
πεπαλαγμένος,1,S
πεπυκασμένῳ,1,S
περίδεισαν,3,L
περίστησαν,3,S
περίφρονα,3,S
περιβὰς,2,L
περιγλαγέας,4,L
περιδείσαντες,3,L
περιδείσασ̓,1,L
περιδείσασ̓,3,L
περικαλλέ̓,1,S
περιμήδεά,1,S
περιμήδεά,4,S
περιμήκεες,1,S
περιναιετάωσιν,6,S
περισσὰ,2,S
περιστρέψας,3,L
περιχεύας,3,L
περνὰς,1,L
περσεφόνεια,4,S
περσεφόνειαν,4,S
περσηίς,2,S
περσηὶς,2,S
περᾶν,1,S
περῶντα,2,S
πεσοῦσα,2,S
πετάλοισι,1,S
πετάλοισι,3,S
πετάσσας,2,L
πετεῶνα,3,S
πετρήεσσαν,3,S
πευκαλίμῃσιν,4,S
πευκεΐδας,3,S
πεφάσθαι,1,S
πεφρίκασιν,3,S
πεφραδέμεν,1,S
πεφραδέτην,1,S
πεφύασι,3,S
πεφύλαξο,1,S
πεῖράν,1,S
πηγάδας,1,S
πηγὰς,1,L
πηδάλιον,2,S
πηλέι,2,S
πηλεγόνα,3,S
πημήνειαν,3,S
πιείρας,2,S
πιερίδες,2,S
πιερίῃ,0,L
πιερίῃ,2,S
πιμπλῇσι,2,S
πινέμεν,0,L
πινόντων,0,L
πιοῦσα,2,S
πιστά,1,S
πιόμεν̓,0,L
πιόταταί,0,L
πιόταταί,2,S
πλέονας,2,S
πλήθουσαν,2,S
πλήθωσι,2,S
πλήθωσιν,2,S
πλήξαντε,1,S
πλήξας,1,S
πλήσειαν,2,S
πλατέ̓,0,S
πλεκτοῖσιν,2,S
πληγεῖσα,2,S
πληιάδας,1,S
πληιάδας,2,S
πληιάδες,1,S
πληιάδες,2,S
πληιάδων,2,S
πλουτεῦντα,2,S
πλούσιον,1,S
πνέουσαν,2,S
πνοιῇσιν,2,S
ποδοῖιν,2,L
ποδώκεά,3,S
ποιήεντα,3,S
ποιήεσσα,3,S
ποιήεσσαν,3,S
ποιήσαντες,2,S
ποιήσαντο,2,S
ποιήσασα,2,S
ποιήσασα,3,S
ποιήσασθαι,2,S
ποιήσατ̓,2,S
ποιητοῖσιν,3,S
ποικίλ̓,1,S
ποιμένας,2,S
ποιμνήιον,2,S
πολέας,2,S
πολέεσσιν,3,S
πολέσιν,2,S
πολίτας,2,S
πολεμήια,3,S
πολεμήια,4,S
πολιάς,2,S
πολιήτας,3,S
πολιοκρόταφοι,1,S
πολιοκρόταφοι,4,S
πολιοῦ,1,S
πολιὰς,2,L
πολιὸν,1,S
πολλοῖσί,2,S
πολλῇσίν,2,S
πολλῇσιν,2,S
πολυήρατον,3,S
πολυγηθέα,1,S
πολυγηθέα,4,S
πολυγηθέος,1,S
πολυδεύκεα,4,S
πολυηράτῳ,3,S
πολυκλήιδα,3,L
πολυκλήιδα,4,S
πολυφραδέεσσι,5,S
πολυφόρβης,1,S
πολυχρύσου,2,L
πολυώνυμον,3,S
πολυᾶϊξ,3,L
πολύαιν̓,1,S
πολύιδριν,3,S
πολύμηλοί,1,S
πολύμνιά,2,S
πολύμνιά,3,S
πολύπτυχον,2,S
πολύτλας,1,S
πολύτλας,2,S
πολὺς,1,S
ποντοπόρεια,4,S
ποντοπόροισιν,4,S
πορφυρέοισιν,4,S
πορφύρἐ,1,S
ποσειδάων̓,2,L
ποσσίν,1,S
ποταμοῖς,1,S
πουλυβότειραν,4,S
πουλυδάμαντ̓,1,S
πουλυδάμαντ̓,2,S
πουλυδάμαντ̓,3,L
πουλυδάμαντα,3,L
πουλυδάμαντα,4,S
πουλυδάμαντι,3,L
πουλυδάμαντος,3,L
πρίαμ̓,0,S
πρίαμ̓,1,S
πρίνινον,1,S
πραπίδες,0,S
πραπίδες,1,S
πραπίδεσσι,3,S
πραπίδεσσιν,3,S
πρεσβύταται,1,S
πρεσβύταται,2,S
πρεσβύτατον,1,S
πρεσβύτατον,2,S
πρηΰνει,1,L
πρηΰνειν,1,L
προΐωξίς,3,S
προβάδην,1,S
προβάλοιτό,1,S
προβέβουλα,3,S
προβιβάς,2,L
προβιβὰς,2,L
προδοκῇσι,3,S
προλιποῦσα,1,S
προλιποῦσα,3,S
προλιπόντ̓,1,S
προλιπών,1,S
προλιπὼν,1,S
προμηθέα,3,S
προνόησαν,3,S
προπάσας,2,L
προπεφραδμένα,4,S
προρέοντι,3,S
προρέουσι,3,S
προσέβαν,2,S
προσαρήρεται,1,S
προσβάς,1,L
προσεβήσατο,3,S
προσελέξατο,3,S
προσιόντι,3,S
προστήσας,2,L
προφέρῃσι,3,S
προφερεστάτη,3,S
προϊδέσθαι,1,S
πρυλέεσσ̓,0,S
πρυμνήσἰ,2,S
πρυμνοῖσιν,2,S
πρωθήβας,2,S
πρωτομέδεια,4,S
πρωτοπαγέα,4,S
πρωὶ,1,S
πρόφασιν,2,S
πρύτανίν,2,S
πρώτῃσιν,2,S
πρῆξις,1,S
πτερύγεσσι,3,S
πτερύγεσσιν,1,S
πτερύγεσσιν,3,S
πτερύγων,1,S
πυκάσαι,0,S
πυκάσαι,1,S
πυκάσας,2,L
πυκάσσας,0,S
πυκάσσας,1,S
πυκάσσας,2,L
πυκίν̓,0,S
πυκίν̓,1,S
πυκινοὺς,0,S
πυκινοὺς,1,S
πυκινὰ,2,S
πυκινὰς,2,L
πυκνά,0,S
πυκνά,1,S
πυκναὶ,0,S
πυκνοὶ,0,S
πυκνοὺς,0,S
πυκνοῖσιν,0,S
πυκνοῖσιν,2,S
πυκνὰ,0,S
πυκνὸν,0,S
πυροφόρος,0,L
πόθεσαν,2,S
πόληα,2,S
πόλιας,1,S
πόρωσιν,2,S
πότι,1,S
πότνιαν,1,S
πότνιαν,2,S
πότνἰ,1,S
πύθῃ,0,L
πύκ̓,0,S
πύλῃσιν,2,S
πύριν,1,S
πὰρ,0,S
πᾶσ̓,0,L
πῖλον,0,L
σάκεα,2,S
σάκεσίν,2,S
σάκεσιν,2,S
σάκευς,0,S
σάκἐ,0,S
σάωσας,2,S
σέβας,1,S
σαγγάριόν,1,S
σαγγάριόν,2,S
σαπείσης,0,S
σατνιόεντι,4,S
σαώσειαν,3,S
σαώσειας,3,S
σβέσατ̓,1,S
σείριος,1,S
σειρίου,1,S
σεσαρυῖα,3,S
σεύατ̓,1,S
σημάντορι,3,S
σιγαλόεντα,4,S
σιδηρέη,0,S
σικυῶν̓,0,S
σικυῶν̓,1,S
σικυῶνι,3,S
σιμοῦντα,0,S
σιμοῦντα,2,S
σιωπᾶν,2,L
σκάνδειαν,2,S
σκέδασ̓,1,S
σκέπα,1,S
σκίδναθ̓,1,S
σκαιάς,1,L
σκιδναμένῃ,1,S
σκιεροὺς,0,S
σκιὴ,0,S
σκιῇ,0,S
σκολιέων,1,S
σκολιοῖς,1,S
σκολιὰς,2,L
σκολιὸν,1,S
σκολιῇς,1,S
σκολιῇσι,1,S
σκολιῇσι,3,S
σκολιῶς,1,S
σκυλάκεσσιν,3,S
σκόλοπας,2,S
σκόλυμός,1,L
σμήνεσσι,2,S
σμερδαλέ̓,1,S
σμερδαλέης,1,S
σμῦξαι,0,L
σπάσσατο,0,S
σπέρμα,1,S
σπέρματα,1,S
σπέρματα,2,S
σπέρματος,1,S
σπαργανίσασα,3,L
σπαργανίσασα,4,S
σπασθέντος,0,S
σπασσάμενος,0,S
σπείρουσιν,2,S
σπείσας,1,L
σπεύδουσι,2,S
σπεῖσάν,1,S
σπονδῇσι,2,S
σπῆι,1,S
σπῆϊ,1,S
στάντε,0,L
στάντες,0,L
στάντων,0,L
στάσκε,0,L
στάσκεν,0,L
στάχυες,0,S
στάχυες,1,S
στέμματ̓,1,S
στήμονι,2,S
στίγματα,1,S
στίγματα,2,S
σταίησαν,2,S
σταθμοῖσι,2,S
σταυροῖσιν,2,S
σταχύων,0,S
σταχύων,1,S
στείλαντο,1,S
στενάχεσχ̓,1,S
στενάχιζε,1,S
στεροπηγερέτα,5,S
στιβαροῖσι,0,S
στιβαροῖσι,1,S
στιβαροῖσι,3,S
στιβαρῇς,0,S
στιβαρῇς,1,S
στιβαρῶν,0,S
